price,area,bedrooms,bathrooms,stories,parking,Area_per_Bedroom,Total_Rooms,Price_per_Area,mainroad_no,mainroad_yes,guestroom_no,guestroom_yes,basement_no,basement_yes,hotwaterheating_no,hotwaterheating_yes,airconditioning_no,airconditioning_yes,prefarea_no,prefarea_yes,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,price_log
8295000,4880,4,2,2,1,1220.0,6,1699.795081967213,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,15.931163602161226
8190000,5960,3,3,2,1,1986.6666666666667,6,1374.1610738255033,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,15.918424577929366
8120000,6840,5,1,2,1,1368.0,6,1187.1345029239767,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,15.909840835290563
8080940,7000,3,2,4,2,2333.3333333333335,5,1154.42,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.905018884112332
8043000,7482,3,2,3,1,2494.0,5,1074.979951884523,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,15.900312830217915
7980000,9000,4,2,4,2,2250.0,6,886.6666666666666,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.892449094739266
7962500,6000,3,1,4,2,2000.0,4,1327.0833333333333,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,15.890253704451245
7910000,6000,4,2,4,1,1500.0,6,1318.3333333333333,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.88363846616608
7875000,6550,3,1,2,0,2183.3333333333335,4,1202.2900763358778,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,15.87920386966009
7840000,6360,3,2,4,0,2120.0,5,1232.7044025157234,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,15.874749519877604
7700000,6480,3,2,4,2,2160.0,5,1188.2716049382716,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.856731016694035
7700000,6000,4,2,4,2,1500.0,6,1283.3333333333333,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.856731016694035
7560000,6000,4,2,4,1,1500.0,6,1260.0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.83838188043084
7560000,6000,3,2,3,0,2000.0,5,1260.0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.83838188043084
7525000,6000,3,2,4,1,2000.0,5,1254.1666666666667,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.83374150148957
7490000,6600,3,1,4,3,2200.0,4,1134.8484848484848,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,15.829079489004743
7455000,4300,3,2,2,1,1433.3333333333333,5,1733.7209302325582,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,15.824395640319128
7420000,7440,3,2,1,0,2480.0,5,997.3118279569892,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,15.819689749914444
7420000,7440,3,2,4,1,2480.0,5,997.3118279569892,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,15.819689749914444
7420000,6325,3,1,4,1,2108.3333333333335,4,1173.1225296442688,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.819689749914444
7350000,6000,4,2,4,1,1500.0,6,1225.0,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,15.810211007243431
7350000,5150,3,2,4,2,1716.6666666666667,5,1427.1844660194174,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.810211007243431
7350000,6000,3,2,2,1,2000.0,5,1225.0,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,15.810211007243431
7350000,6000,3,1,2,1,2000.0,4,1225.0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.810211007243431
7343000,11440,4,1,2,1,2860.0,5,641.8706293706293,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,15.80925817261786
7245000,9000,4,2,4,1,2250.0,6,805.0,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,15.795822271763136
7210000,7680,4,2,4,1,1920.0,6,938.8020833333334,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,15.790979647957377
7210000,6000,3,2,4,1,2000.0,5,1201.6666666666667,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,15.790979647957377
7140000,6000,3,2,2,1,2000.0,5,1190.0,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,15.78122347437178
7070000,8880,2,1,1,1,4440.0,3,796.1711711711712,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.77137117931546
7070000,6240,4,2,2,1,1560.0,6,1133.0128205128206,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.77137117931546
7035000,6360,4,2,3,2,1590.0,6,1106.132075471698,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,15.766408390677027
7000000,11175,3,1,1,1,3725.0,4,626.3982102908277,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,15.76142084987672
6930000,8880,3,2,2,1,2960.0,5,780.4054054054054,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,15.75137051546622
6930000,13200,2,1,1,1,6600.0,3,525.0,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,15.75137051546622
6895000,7700,3,2,1,2,2566.6666666666665,5,895.4545454545455,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,15.746307214242162
6860000,6000,3,1,1,1,2000.0,4,1143.3333333333333,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.741218145474653
6790000,12090,4,2,2,2,3022.5,6,561.6211745244003,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,15.730961646810274
6790000,4000,3,2,2,0,1333.3333333333333,5,1697.5,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,15.730961646810274
6755000,6000,4,2,4,0,1500.0,6,1125.8333333333333,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.725793677414915
6720000,5020,3,1,4,0,1673.3333333333333,4,1338.6454183266933,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,15.720598861308845
6685000,6600,2,2,4,0,3300.0,4,1012.8787878787879,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,15.7153769181068
6650000,4040,3,1,2,1,1346.6666666666667,4,1646.039603960396,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,15.710127563007966
6650000,4260,4,2,2,0,1065.0,6,1561.0328638497654,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,15.710127563007966
6650000,6420,3,2,3,0,2140.0,5,1035.8255451713396,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,15.710127563007966
6650000,6500,3,2,3,0,2166.6666666666665,5,1023.0769230769231,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,15.710127563007966
6650000,5700,3,1,1,2,1900.0,4,1166.6666666666667,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,15.710127563007966
6650000,6000,3,2,3,0,2000.0,5,1108.3333333333333,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,15.710127563007966
6629000,6000,3,1,2,1,2000.0,4,1104.8333333333333,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,15.706964672075832
6615000,4000,3,2,2,1,1333.3333333333333,5,1653.75,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,15.704850506702762
6615000,10500,3,2,1,1,3500.0,5,630.0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,15.704850506702762
6580000,6000,3,2,4,0,2000.0,5,1096.6666666666667,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.699545455277173
6510000,3760,3,1,2,2,1253.3333333333333,4,1731.3829787234042,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,15.688850167794572
6510000,8250,3,2,3,0,2750.0,5,789.0909090909091,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.688850167794572
6510000,6670,3,1,3,0,2223.3333333333335,4,976.0119940029984,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,15.688850167794572
6475000,3960,3,1,1,2,1320.0,4,1635.1010101010102,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,15.683459319990018
6475000,7410,3,1,1,2,2470.0,4,873.8191632928475,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,15.683459319990018
6440000,8580,5,3,2,2,1716.0,8,750.5827505827506,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,15.678039253360028
6440000,5000,3,1,2,0,1666.6666666666667,4,1288.0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.678039253360028
6419000,6750,2,1,1,2,3375.0,3,950.9629629629629,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,15.67477305608141
6405000,4800,3,2,4,0,1600.0,5,1334.375,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,15.672589649440985
6300000,7200,3,2,1,3,2400.0,5,875.0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,15.656060350091908
6300000,6000,4,2,4,1,1500.0,6,1050.0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.656060350091908
6300000,4100,3,2,3,2,1366.6666666666667,5,1536.5853658536585,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.656060350091908
6300000,9000,3,1,1,1,3000.0,4,700.0,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,15.656060350091908
6300000,6400,3,1,1,1,2133.3333333333335,4,984.375,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,15.656060350091908
6293000,6600,3,2,3,0,2200.0,5,953.4848484848485,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,15.65494862141578
6265000,6000,4,1,3,0,1500.0,5,1044.1666666666667,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,15.650489305929213
6230000,6600,3,2,1,0,2200.0,5,943.939393939394,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,15.644887051277266
6230000,5500,3,1,3,1,1833.3333333333333,4,1132.7272727272727,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,15.644887051277266
6195000,5500,3,2,4,1,1833.3333333333333,5,1126.3636363636363,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,15.639253234465867
6195000,6350,3,2,3,0,2116.6666666666665,5,975.5905511811023,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,15.639253234465867
6195000,5500,3,2,1,2,1833.3333333333333,5,1126.3636363636363,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,15.639253234465867
6160000,4500,3,1,4,0,1500.0,4,1368.888888888889,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.633587497847351
6160000,5450,4,2,1,0,1362.5,6,1130.2752293577983,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,15.633587497847351
6125000,6420,3,1,3,0,2140.0,4,954.0498442367601,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,15.627889477660357
6107500,3240,4,1,3,1,810.0,5,1885.030864197531,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.625028245847135
6090000,6615,4,2,2,1,1653.75,6,920.6349206349206,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,15.622158803889679
6090000,6600,3,1,1,2,2200.0,4,922.7272727272727,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,15.622158803889679
6090000,8372,3,1,3,2,2790.6666666666665,4,727.4247491638796,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.622158803889679
6083000,4300,6,2,2,0,716.6666666666666,8,1414.6511627906978,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,15.621008717695398
6083000,9620,3,1,1,2,3206.6666666666665,4,632.3284823284823,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,15.621008717695398
6020000,6800,2,1,1,2,3400.0,3,885.2941176470588,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,15.610597983397946
6020000,8000,3,1,1,2,2666.6666666666665,4,752.5,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,15.610597983397946
6020000,6900,3,2,1,0,2300.0,5,872.463768115942,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,15.610597983397946
5950000,3700,4,1,2,0,925.0,5,1608.1081081081081,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,15.598901945589025
5950000,6420,3,1,1,0,2140.0,4,926.791277258567,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,15.598901945589025
5950000,7020,3,1,1,2,2340.0,4,847.5783475783476,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,15.598901945589025
5950000,6540,3,1,1,2,2180.0,4,909.7859327217126,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,15.598901945589025
5950000,7231,3,1,2,0,2410.3333333333335,4,822.8460793804453,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,15.598901945589025
5950000,6254,4,2,1,1,1563.5,6,951.3911096897986,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,15.598901945589025
5950000,7320,4,2,2,0,1830.0,6,812.8415300546449,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,15.598901945589025
5950000,6525,3,2,4,1,2175.0,5,911.8773946360153,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,15.598901945589025
5943000,15600,3,1,1,2,5200.0,4,380.96153846153845,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.59772478261397
5880000,7160,3,1,1,2,2386.6666666666665,4,821.2290502793296,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,15.587067489942822
5880000,6500,3,2,3,0,2166.6666666666665,5,904.6153846153846,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.587067489942822
5873000,5500,3,1,3,1,1833.3333333333333,4,1067.8181818181818,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,15.585876304775372
5873000,11460,3,1,3,2,3820.0,4,512.478184991274,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,15.585876304775372
5866000,4800,3,1,1,0,1600.0,4,1222.0833333333333,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,15.584683698993436
5810000,5828,4,1,4,0,1457.0,5,996.9114619080302,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,15.575091300945118
5810000,5200,3,1,3,0,1733.3333333333333,4,1117.3076923076924,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.575091300945118
5810000,4800,3,1,3,0,1600.0,4,1210.4166666666667,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.575091300945118
5803000,7000,3,1,1,2,2333.3333333333335,4,829.0,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,15.57388575549739
5775000,6000,3,2,4,0,2000.0,5,962.5,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.56904898753229
5740000,5400,4,2,2,2,1350.0,6,1062.962962962963,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.562969942511762
5740000,4640,4,1,2,1,1160.0,5,1237.0689655172414,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.562969942511762
5740000,5000,3,1,3,0,1666.6666666666667,4,1148.0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.562969942511762
5740000,6360,3,1,1,2,2120.0,4,902.5157232704403,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,15.562969942511762
5740000,5800,3,2,4,0,1933.3333333333333,5,989.6551724137931,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,15.562969942511762
5652500,6660,4,2,2,1,1665.0,6,848.7237237237238,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,15.547608660047116
5600000,10500,4,2,2,1,2625.0,6,533.3333333333334,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.53827733427679
5600000,4800,5,2,3,0,960.0,7,1166.6666666666667,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,15.53827733427679
5600000,4700,4,1,2,1,1175.0,5,1191.4893617021276,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,15.53827733427679
5600000,5000,3,1,4,0,1666.6666666666667,4,1120.0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,15.53827733427679
5600000,10500,2,1,1,1,5250.0,3,533.3333333333334,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.53827733427679
5600000,5500,3,2,2,1,1833.3333333333333,5,1018.1818181818181,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.53827733427679
5600000,6360,3,1,3,0,2120.0,4,880.503144654088,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,15.53827733427679
5600000,6600,4,2,1,0,1650.0,6,848.4848484848485,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,15.53827733427679
5600000,5136,3,1,2,0,1712.0,4,1090.342679127726,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,15.53827733427679
5565000,4400,4,1,2,2,1100.0,5,1264.7727272727273,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,15.532007722386286
5565000,5400,5,1,2,0,1080.0,6,1030.5555555555557,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,15.532007722386286
5530000,3300,3,3,2,0,1100.0,6,1675.7575757575758,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,15.525698554330328
5530000,3650,3,2,2,2,1216.6666666666667,5,1515.0684931506848,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.525698554330328
5530000,6100,3,2,1,2,2033.3333333333333,5,906.5573770491803,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,15.525698554330328
5523000,6900,3,1,1,0,2300.0,4,800.4347826086956,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,15.524431929944326
5495000,2817,4,2,2,1,704.25,6,1950.6567270145545,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,15.519349327803464
5495000,7980,3,1,1,2,2660.0,4,688.5964912280701,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.519349327803464
5460000,3150,3,2,1,0,1050.0,5,1733.3333333333333,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,15.512959530871255
5460000,6210,4,1,4,0,1552.5,5,879.2270531400966,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,15.512959530871255
5460000,6100,3,1,3,0,2033.3333333333333,4,895.0819672131148,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,15.512959530871255
5460000,6600,4,2,2,0,1650.0,6,827.2727272727273,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,15.512959530871255
5425000,6825,3,1,1,0,2275.0,4,794.8717948717949,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,15.506528641722578
5390000,6710,3,2,2,1,2236.6666666666665,5,803.2786885245902,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,15.50005612841392
5383000,6450,3,2,1,0,2150.0,5,834.5736434108527,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,15.498756583313094
5320000,7800,3,1,1,2,2600.0,4,682.0512820512821,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,15.486984049287734
5285000,4600,2,2,1,2,2300.0,4,1148.9130434782608,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,15.480383366501217
5250000,4260,4,1,2,0,1065.0,5,1232.394366197183,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,15.473738825043979
5250000,6540,4,2,2,0,1635.0,6,802.7522935779816,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,15.473738825043979
5250000,5500,3,2,1,0,1833.3333333333333,5,954.5454545454545,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,15.473738825043979
5250000,10269,3,1,1,1,3423.0,4,511.2474437627812,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,15.473738825043979
5250000,8400,3,1,2,2,2800.0,4,625.0,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,15.473738825043979
5250000,5300,4,2,1,0,1325.0,6,990.566037735849,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,15.473738825043979
5250000,3800,3,1,2,1,1266.6666666666667,4,1381.578947368421,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,15.473738825043979
5250000,9800,4,2,2,2,2450.0,6,535.7142857142857,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,15.473738825043979
5250000,8520,3,1,1,2,2840.0,4,616.1971830985915,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.473738825043979
5243000,6050,3,1,1,0,2016.6666666666667,4,866.6115702479339,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,15.472404602285149
5229000,7085,3,1,1,2,2361.6666666666665,4,738.0381086803105,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,15.469730804411405
5215000,3180,3,2,2,2,1060.0,5,1639.937106918239,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,15.467049838171546
5215000,4500,4,2,1,2,1125.0,6,1158.888888888889,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,15.467049838171546
5215000,7200,3,1,2,1,2400.0,4,724.3055555555555,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,15.467049838171546
5145000,3410,3,1,2,0,1136.6666666666667,4,1508.7976539589442,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,15.453536121613729
5145000,7980,3,1,1,1,2660.0,4,644.7368421052631,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,15.453536121613729
5110000,3000,3,2,2,0,1000.0,5,1703.3333333333333,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,15.446710157874584
5110000,3000,3,1,2,0,1000.0,4,1703.3333333333333,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,15.446710157874584
5110000,11410,2,1,2,0,5705.0,3,447.85276073619633,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,15.446710157874584
5110000,6100,3,1,1,0,2033.3333333333333,4,837.7049180327868,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,15.446710157874584
5075000,5720,2,1,2,0,2860.0,3,887.2377622377622,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,15.439837279936441
5040000,3540,2,1,1,0,1770.0,3,1423.7288135593221,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,15.43291683846023
5040000,7600,4,1,2,2,1900.0,5,663.1578947368421,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,15.43291683846023
5040000,10700,3,1,2,0,3566.6666666666665,4,471.02803738317755,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,15.43291683846023
5040000,6600,3,1,1,0,2200.0,4,763.6363636363636,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,15.43291683846023
5033000,4800,2,1,1,0,2400.0,3,1048.5416666666667,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,15.431526984447132
5005000,8150,3,2,1,0,2716.6666666666665,5,614.1104294478528,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,15.425948170531639
4970000,4410,4,3,2,2,1102.5,7,1126.984126984127,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,15.418930599280035
4970000,7686,3,1,1,0,2562.0,4,646.6302367941712,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,15.418930599280035
